epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.025246814923979503,0.996,0.02123283756940575,0.9973333333333333
2,0.024586447688067586,0.9922857142857143,0.018585872440524447,0.996
3,0.026948259765810324,0.9914285714285714,0.01600104458868853,0.996
4,0.025760053807683734,0.992,0.01661090601258019,0.996
5,0.013188028002572,0.9951428571428571,0.008666207432358408,0.9986666666666667
